,item,product_id
999,4391,24172
1003,451,11215
1004,454,11219
1005,455,11220
1006,5373,26359
1007,8132,29674
1011,3039,19132
1012,4885,25682
1014,5095,25962
1015,6419,27885
1017,10472,32428
1019,13923,7919
1020,14370,9191
1022,14374,92
1024,5304,26271
1028,13794,7679
1029,386,11106
1030,1992,13731
1031,4236,23895
1032,5079,2593
1033,5920,27170
1034,2712,18703
1036,1220,12400
1037,1221,12401
1038,4100,23656
1039,7962,29522
1040,12428,4934
1041,14074,8190
1042,14437,97
1043,2703,18683
1048,532,11326
1051,5959,27222
1052,8826,30550
1054,475,11243
1058,6073,27396
1059,6666,28249
1060,6689,28262
1061,6713,28281
1062,6761,28336
1063,8636,30342
1065,9600,31558
1066,159,10738
1067,700,1160
1068,707,1161
1069,771,1171
1070,5685,26819
1072,13999,8078
1073,5119,25991
1074,12504,5154
1075,4522,24458
1076,856,11868
1079,14427,961
1080,12149,4372
1081,12190,4438
1082,825,11824
1083,826,11825
1084,5077,25917
1088,14185,8345
1090,9747,31719
1091,10021,31978
1093,6289,27691
1096,12667,5498
1097,2491,17962
1099,6945,28539
1100,9775,31748
1102,4526,24462
1103,4534,24470
1104,11099,34193
1106,6672,28250
1110,4012,2255
1111,8036,29580
1113,12554,5238
1114,756,11689
1115,1314,12541
1117,3141,19305
1119,9172,30932
1120,13037,6205
1121,354,11058
1122,750,11682
1124,1947,13640
1125,3775,20435
1126,5961,27227
1127,6041,27357
1128,6606,28181
1134,9997,31955attr3219
1135,10088,32045
1136,10308,32257
1138,10679,32628
1140,11939,3985
1141,11941,3985attr487
1143,12279,4622
1145,551,11378
1146,877,11896
1147,1069,12163
1150,2076,13818
1151,2278,14421
1154,2964,19030
1155,4204,23813
1158,8022,29569
1160,8139,29680
1161,8674,30390
1162,9217,30982
1169,772,11712
1171,7179,28774
1172,7180,28775
1173,8960,30696
1177,5749,26903
1178,6938,28528
1180,3745,20387
1182,14064,8173
1183,3004,19085
1185,5413,26414
1189,6760,28335
1190,8400,29953
1191,8998,30738
1193,9914,31890
1197,3332,19571
1198,3337,19571attr795
1199,6191,27556
1200,11751,3647
1201,11878,3888
1202,12479,5086
1203,14008,8091
1204,14009,8093
1209,11860,3862
1210,2634,18558
1211,5928,27178
1212,366,11073
1213,428,11189
1214,1156,12310
1215,3528,19914
1216,4555,24521
1217,6740,28313
1219,8135,29677
1220,8136,29678
1222,8140,29681
1223,8249,29784
1224,8482,30051
1225,8692,30411
1226,9070,30834
1227,9778,31751
1228,10119,32077
1230,899,1192
1232,9782,31755
1233,1133,12281
1234,1303,12516
1237,3061,19164
1238,3063,19165
1240,5719,26848
1242,2806,18817
1245,4131,23710
1246,510,11314
1247,6592,28165
1249,7416,29022
1252,7659,29209
1253,11837,3821
1256,0,1000
1257,201,10813
1260,788,11773
1261,2723,18716
1263,3104,19224
1264,4013,2257
1265,4014,2258
1266,4016,2260
1267,4695,2481
1268,4801,25601
1269,5404,26404
1270,5514,26568
1271,5636,26757
1272,5796,26971
1275,7562,29142
1277,8209,29745
1278,8336,29884
1280,11586,35457
1283,994,12033
1284,7405,29014
1285,10849,32794
1286,2323,1479
1287,3744,20384
1288,1114,12238
1291,8478,30047
1292,9540,31487
1293,10285,32235
1294,377,11088
1295,749,11681
1296,2040,13782
1297,5821,27008
1298,6622,282
1299,6818,28409
1300,8021,29567
1303,8804,30526
1304,11842,3829
1305,12271,4612
1306,12679,5518
1307,13297,6668
1308,14352,9169
1309,577,11413
1310,12660,5483
1312,6013,27298
1314,10719,32670
1315,10725,32676
1318,567,11403attr2379
1319,1446,12867
1320,1447,12868
1321,1738,13318
1324,3450,19769
1326,4106,23668
1328,4184,23781attr1990
1329,4186,23781attr1992
1330,4724,25370
1331,7301,28913
1333,8541,30111
1338,11962,4014
1339,12077,4216
1343,1549,13020
1345,4437,24255
1346,5472,26512
1347,6939,28529
1350,9393,31189
1351,9893,31868
1352,10201,32155
1353,12288,4640
1354,12737,5629
1355,13790,7674
1357,11372,35139
1360,7007,28596
1361,7022,28611
1362,1237,12422
1363,4004,2248
1364,4933,2574
1365,5295,26260
1366,10612,32573
1368,4919,25721
1371,5552,26602
1372,5833,27056
1374,5012,25834
1375,2037,1378
1376,2685,18657
1378,3101,19220
1380,4700,2500
1381,4940,2575
1383,10839,32784
1384,11969,4022
1385,12075,4214
1388,1473,1291
1389,8371,29926
1390,5810,26995
1391,11245,34985
1392,11262,35002
1393,11264,35003
1394,14013,8098
1395,4473,24382
1397,82,10578
1398,3380,19605
1399,6825,28415
1400,7878,29434
1401,8066,29607
1405,3493,19849
1406,5495,26547
1407,11173,34894
1408,11237,34973
1409,12757,5669
1410,12829,5879
1412,4705,2509
1413,9709,31677
1414,10208,32164
1415,12264,4605
1418,5189,26088
1419,5199,26099
1420,7616,29172
1421,6773,28346
1424,12462,5050
1426,6660,28243
1427,9316,31096
1429,10614,32575
1431,3484,19831
1432,6591,28164
1433,468,11233
1434,552,11379
1435,554,11381
1436,2770,18777
1437,3765,20419
1438,3959,2221
1439,3961,2221attr92
1440,5310,26279
1441,6241,27610
1442,7338,28964
1443,10213,32169
1444,10407,32361
1446,11733,3626
1447,705,11608
1450,1537,13008
1451,2536,18406
1452,3258,19479
1454,4146,23733
1455,4194,23792
1456,4982,25797
1457,4997,25815
1459,5611,26717
1460,5793,26962
1461,6043,27359
1462,6090,27423
1463,6251,27624
1464,6654,28237
1466,6960,28551
1467,7274,28888
1468,7461,29073
1469,7539,29126
1472,9544,31490
1476,10222,32173
1481,12909,601
1482,12921,602
1486,4754,25427
1489,4779,25562
1496,13795,7681
1500,2351,1533
1501,3834,2084
1502,7920,29471
1503,11959,4011
1506,646,11510
1507,815,11814
1508,3149,19314
1509,3517,19887
1510,8456,30021
1512,950,11986
1514,1449,1287
1518,11301,35051
1519,11762,3663
1521,2778,18782
1523,5247,26189
1527,8849,30571
1535,10627,32587
1536,10838,32783
1537,13015,6162
1538,4517,24448
1539,5130,26010
1540,6424,27890
1541,6906,28495
1542,1469,12905
1544,5421,26422
1546,1588,13082
1548,11271,35024
1555,3636,2015
1556,5313,26282
1557,5314,26283
1563,7994,29555
1571,9979,31939
1575,13335,6742
1576,662,11532
1578,5491,26543
1579,5609,26712
1580,6170,27508
1582,12549,5220
1583,1905,13571
1585,5087,25949
1586,5691,26825
1588,8975,30716
1592,7892,29448
1593,9991,31951
1594,11462,35227
1596,14283,89
1597,1261,12456
1598,1262,12457
1599,1421,12828
1600,3214,1943
1602,11843,383
1603,11846,384
1604,11993,406
1607,1186,12352
1609,1723,13302
1610,1724,13303
1612,2991,19072
1613,3012,19094
1614,3223,19446
1615,4093,23649
1616,4095,23650
1617,4096,23651
1618,4097,23652
1619,4330,24073
1620,4362,24121
1622,4880,25678
1625,5076,25916
1626,5118,25990
1628,5475,26516
1629,5476,26517
1630,5477,26518
1631,5478,26519
1632,5479,26520
1633,5590,26678
1634,5806,26987
1635,5840,27072
1636,5881,27130
1637,6129,27445
1638,6130,27446
1639,6653,28235
1640,6837,28430
1641,7123,28712
1642,7396,29010
1643,7400,29012
1644,7407,29015
1645,7410,29017
1646,7411,29018
1648,7622,29177
1650,7637,29197
1651,7674,29221
1652,7989,29550
1653,7991,29552
1655,8048,29591
1657,8392,29945
1658,8704,30423
1660,8817,30539
1661,8843,30568
1662,9353,31142
1664,9508,31451
1665,9538,31485
1666,9754,31726
1667,9840,31814
1668,9842,31816
1669,9849,31823
1670,9850,31824
1671,9974,31934
1674,10372,32325
1675,10431,32384
1677,11421,3519
1679,11512,3533
1680,11553,3538
1683,11797,3756
1685,12054,4184
1686,12372,4784
1687,12432,4962
1688,12528,5189
1690,13323,6722
1692,13604,7289
1693,13629,7339
1694,13881,7856
1695,941,11973
1697,9317,31097
1699,600,11454
1700,7436,29047
1701,665,11536
1703,4640,24679
1705,6749,28322
1706,9565,31519
1707,12732,5595
1708,13164,6430
1709,2005,13745
1710,2665,18627
1711,3217,19435
1712,4939,25749
1713,4941,25750
1714,4988,25804
1717,4596,24578
1718,5286,26250
1719,6683,28257
1724,1796,13404
1726,8210,29746
1731,5410,26410
1732,7924,29476
1734,2476,17777
1735,3446,19758
1738,5017,25840
1739,5031,25857
1741,7763,29303
1742,9535,31482
1743,9793,31766
1745,9813,31786
1746,9848,31822
1749,10326,32278
1751,11282,35034
1754,10059,32014
1755,10347,32301
1761,5146,26031
1762,8787,30507
1764,2103,13859
1765,611,11468
1766,821,11820
1767,846,11852
1768,847,11853
1770,1279,12477
1771,2562,18453
1773,2693,18668
1776,2831,18846
1780,3395,1962attr129
1781,3642,20161
1783,4905,25706
1785,5497,26549
1786,5610,26713
1787,5860,27104
1788,6623,28200
1795,6838,28431
1797,8650,30356
1798,9665,31627
1803,11296,35046
1806,12160,4398
1808,12799,5806
1811,12809,5845
1812,12916,6017
1813,13155,641
1814,13354,6774
1816,13691,7459
1817,13931,7925
1818,14339,9154
1820,138,10711
1821,920,11947
1822,1286,12493
1823,1343,12641
1824,2300,14449
1825,2568,18459
1826,2802,18812
1827,3715,20328
1829,4111,23673
1830,4631,24650
1831,5287,26251
1832,5992,27274
1833,6434,279
1834,6578,2812
1835,6723,28292
1836,7391,29005
1837,9381,31168
1838,9516,31463
1841,9779,31752
1842,12616,536
1846,9681,31646
1848,6042,27358
1849,7434,29044
1850,7441,29052
1853,11927,3964
1856,14066,8175
1857,14138,8274
1859,3108,19235
1860,8874,30602
1861,12068,4203
1862,13399,6856
1864,7026,28615
1872,6458,27930
1873,6484,2802
1874,8086,29622
1876,14316,9102
1878,7722,29271
1881,11812,3795
1882,12039,4165
1883,12207,4486
1885,1163,12323
1886,3093,19194
1888,4924,25728
1892,8610,30307
1893,9769,31741
1895,12311,4677
1896,702,11603
1897,2347,1528
1898,3567,20001
1900,12050,4180
1901,12163,4401
1902,12194,4443
1903,13774,7628
1904,13922,7918
1905,14142,8279
1909,10089,32046
1910,5958,27215
1911,9461,31368
1912,11179,34900
1914,4974,25788
1915,8868,30593
1916,155,10732
1918,2150,1397
1919,5345,26323
1920,5369,26353
1922,6256,27635
1923,7059,28654
1925,7499,29098
1927,9117,30889
1928,9625,31580
1930,9868,31842
1932,10067,32022
1933,10136,32096
1936,11769,3690
1938,12345,4719
1944,7521,29110
1947,269,10913
1949,559,11386
1950,795,11781
1951,1725,13305
1952,2715,18706
1953,2945,19010
1955,3081,19176
1956,3112,19239
1959,3525,19901
1960,3813,20484
1961,4662,24742
1962,5100,25968
1963,5485,26537
1966,5895,27145
1967,6218,27584
1968,6220,27587
1969,6229,27595
1970,6306,27709
1971,6313,27720
1972,6366,2781
1973,6399,2786
1974,6413,2788
1975,6457,2793
1976,6469,2798
1977,6470,2799
1978,7554,29138
1979,7716,29265
1980,8545,30118
1981,8549,30123
1982,8883,30611
1983,9122,30890
1984,9392,31188
1987,11267,35006
1990,11970,4023
1992,13171,6445
1995,9528,31475
1996,9695,31663
1998,12210,4490
1999,6694,28263
2001,2809,18820
2004,14386,9214
2005,929,11959
2006,4697,2489
2007,8352,29903
2009,11352,35112
2011,925,11954
2012,3462,19804
2014,9400,31212
2015,9826,31799
2017,13720,7523
2018,5154,26045
2019,5580,26655
2021,11799,3760
2023,4149,23737
2024,9837,31810
2026,8368,29923
2029,2490,17961
2034,7065,28663
2036,8133,29675
2037,9020,30761
2040,3373,19599
2045,8025,29572
2048,9429,31277
2052,13776,7640
2054,1116,12247
2055,1677,13227
2056,5739,2689
2057,11508,35326
2060,968,12006
2064,3510,19875
2071,7160,28755
2072,7161,28756
2073,8079,29617
2074,8302,29845
2075,9434,31282
2077,9938,31905
2080,11167,34888
2087,2100,13854
2089,10257,32207
2093,4759,25433
2094,5306,26274
2101,10524,32486
2102,1805,13425
2104,3196,1941
2105,4549,24501
2112,10410,32364
2114,1317,12549
2117,8581,30215
2118,1294,12507
2120,3755,20405
2122,6775,28348
2123,7028,28617
2124,7029,28618
2125,13108,6337
2126,13111,6340
2128,987,12026
2130,3260,19481
2138,6574,28119
2139,6869,28459
2142,7446,29056
2143,7597,29162
2145,7698,29254
2146,7757,29297
2147,8280,29818
2148,8564,30153
2158,11838,3823
2160,12327,4696
2162,12868,5968
2163,13214,6531
2164,13545,7181
2165,3417,19687
2177,871,11888
2180,1686,13247
2183,8566,30168
2185,10178,32132
2187,12810,5846
2188,14340,9155
2191,12491,512
2197,7172,28767
2200,659,1153
2201,778,1172
2203,1391,12772
2204,4998,25816
2205,5684,26818
2206,5686,26820
2207,6464,27942
2208,9043,30805
2211,14123,8252
2212,5663,26787
2213,12211,4491
2214,14149,8288
2215,14150,8289
2217,4220,23855
2220,7842,29414
2221,7861,29415
2222,7871,29427
2224,8732,30450
2226,110,10660
2227,742,11673
2229,759,11691
2232,774,11714
2233,791,11780
2235,1333,12617
2236,1830,13457
2238,4811,25608
2239,5448,26473
2242,5814,27000
2243,5927,27177
2244,5954,27210
2245,6750,28323
2247,7331,28952
2250,8543,30116
2251,8818,30540
2252,9415,31235
2253,12089,4241
2257,13899,7884
2260,1584,13072
2271,1538,13009
2272,1628,13144
2273,7051,28647
2274,8643,30348
2278,13628,7337
2279,14076,8192
2282,4415,24200
2283,4698,2490
2286,8486,30055
2288,8952,30684
2289,9558,31505
2290,10171,32123
2291,10542,32503
2293,10923,33165
2294,612,11469
2295,2228,14119
2296,4138,23720
2297,5595,26690
2298,5995,27279
2299,6814,2840
2300,9873,31847
2301,9916,31893
2302,13141,6394
2303,14424,957
2304,10517,32478
2305,10531,32493
2306,13960,800
2307,14428,962
2310,1953,1365
2311,2245,14129
2314,3040,19133
2315,3712,20324
2316,3945,2215
2319,5127,26007
2322,7346,28973
2324,7572,29149
2325,7703,29258
2326,7754,29294
2328,7963,29523
2329,7965,29525
2330,8076,29616
2332,8134,29676
2335,8137,29679
2336,8538,30108
2337,8766,30481
2338,8904,30631
2340,8911,30638
2341,8923,30652
2342,9125,30891
2343,9234,31013
2344,9242,31021
2345,9245,31026
2346,9247,31028
2347,9248,31029
2348,9255,31035
2349,9256,31036
2350,9257,31037
2351,9541,31488
2352,9905,31880
2353,10002,31959
2354,10111,32069
2355,10256,32206
2356,12378,4795
2358,13175,6452
2359,14059,8167
2360,14135,8270
2361,13403,6861
2362,13408,6864
2364,1138,12289
2365,3923,2185
2366,5693,26827
2367,5696,26830
2368,5985,27256
2369,6146,27464
2371,7353,28982
2373,9746,31718
2374,12053,4183
2375,12056,4187
2376,12467,5062
2377,13739,7550
2378,13859,7815
2383,13913,7907
2384,8303,29847
2385,5687,26821
2386,6698,28267
2387,615,11474
2389,2126,13910
2391,9532,31479
2392,9533,31480
2395,2937,18996
2396,3812,20483
2397,5302,26269
2398,6226,27592
2400,6453,27921
2401,8358,29911
2402,8897,30625
2403,9839,31813
2404,10315,32265
2405,10318,32269
2408,8071,29611
2414,2699,18679
2416,370,1108
2417,5876,27120
2418,13308,6683
2419,524,11315
2421,3043,19138
2423,7897,29453
2424,7915,29466
2425,9265,31045
2426,12475,5080
2428,14109,8230
2429,10857,32801
2430,9911,31887
2431,7118,28705
2433,3283,1951
2434,5217,2614
2435,10121,32079
2436,10123,32081
2440,397,1113
2441,966,12004
2442,1605,13104
2443,2781,18785
